PlayResult,ExitSpeed,Angle,Direction,BatterTeam,Batter,KorBB,Hit
Double,85.69822,-4.347337,-40.709939,CAL_MUS,"Garza, Alejandro",Undefined,1
Single,94.3651,-6.329708,31.140797,CAL_MUS,"Castellon, Nate",Undefined,1
Out,94.54778,58.576921,1.119104,CAL_MUS,"Murray, Casey",Undefined,0
Double,84.2308,4.116969,8.883217,CAL_MUS,"Hoiland, Cameron",Undefined,1
Single,95.70676,-2.709071,0.863057,CAL_MUS,"Vachini, Dante",Undefined,1
FieldersChoice,97.73934,-9.780776,-8.530892,CAL_MUS,"Daudet, Zach",Undefined,0
Out,70.2082,62.48333,23.772287,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,94.85903,41.679476,-16.538965,CAL_MUS,"Collins, Jack",Undefined,0
Out,88.47689,41.879923,-0.250423,CAL_MUS,"Castellon, Nate",Undefined,0
Out,48.154,-72.488147,51.385191,CAL_MUS,"Murray, Casey",Undefined,0
Undefined,,,,CAL_MUS,"Knowles, Dylan",Strikeout,0
Out,98.50739,35.888813,7.547088,CAL_MUS,"Kordic, Dylan",Undefined,0
Out,97.12364,-25.83183,4.063291,CAL_MUS,"Downing, Jake",Undefined,0
Undefined,,,,CAL_MUS,"Daudet, Zach",Strikeout,0
Out,71.52518,65.297338,-34.21921,CAL_MUS,"Fenn, Ryan",Undefined,0
Single,92.07621,-8.163014,-33.910194,CAL_MUS,"Garza, Alejandro",Undefined,1
Out,95.7028,50.889265,-4.980331,CAL_MUS,"Collins, Jack",Undefined,0
Undefined,,,,CAL_MUS,"Daudet, Zach",Strikeout,0
Single,102.53155,-2.714058,-10.621554,CAL_MUS,"Fenn, Ryan",Undefined,1
Single,94.0777,-0.149059,19.227974,CAL_MUS,"Garza, Alejandro",Undefined,1
Undefined,,,,CAL_MUS,"Collins, Jack",Strikeout,0
Out,96.6043,0.326012,-21.093263,CAL_MUS,"Castellon, Nate",Undefined,0
Out,97.85076,36.558367,-11.789532,CAL_MUS,"Murray, Casey",Undefined,0
Out,103.81206,22.147433,10.683287,CAL_MUS,"Hoiland, Cameron",Undefined,0
Out,102.59082,4.62778,15.995906,CAL_MUS,"Kordic, Dylan",Undefined,0
Undefined,,,,CAL_MUS,"Vachini, Dante",Strikeout,0
Single,76.46865,0.809384,-29.311371,CAL_MUS,"Daudet, Zach",Undefined,1
Out,105.78179,-1.505377,-15.894421,CAL_MUS,"Fenn, Ryan",Undefined,0
Single,78.10137,24.684145,-17.935024,CAL_MUS,"Garza, Alejandro",Undefined,1
Out,47.69433,-54.35106,-70.085589,CAL_MUS,"Collins, Jack",Undefined,0
Double,92.96459,10.891564,-41.064438,CAL_MUS,"Castellon, Nate",Undefined,1
Out,106.5484,5.334667,18.491394,CAL_MUS,"Kordic, Dylan",Undefined,0
Double,99.28439,20.377754,12.391116,CAL_MUS,"Vachini, Dante",Undefined,1
Single,89.52369,-32.637191,-5.538297,CAL_MUS,"Daudet, Zach",Undefined,1
Double,102.18811,15.731436,28.316058,CAL_MUS,"Downing, Jake",Undefined,1
Out,84.87345,49.445224,-16.799737,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,89.36212,75.81024,29.139708,CAL_MUS,"Collins, Jack",Undefined,0
Out,81.6132,29.005448,10.815381,CAL_MUS,"Castellon, Nate",Undefined,0
Single,92.33265,-8.801468,-4.288554,CAL_MUS,"Murray, Casey",Undefined,1
Undefined,,,,CAL_MUS,"Hoiland, Cameron",Strikeout,0
FieldersChoice,93.12902,-6.152896,16.132094,CAL_MUS,"Vachini, Dante",Undefined,0
Double,99.25681,22.038442,-1.576792,CAL_MUS,"Downing, Jake",Undefined,1
Out,85.20279,35.365116,22.631704,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,98.12749,47.210671,-4.789309,CAL_MUS,"Collins, Jack",Undefined,0
Double,99.93456,-7.264985,-42.557177,CAL_MUS,"Castellon, Nate",Undefined,1
Out,92.57596,42.998105,-7.497119,CAL_MUS,"Murray, Casey",Undefined,0
Out,82.06787,9.40648,0.38856,CAL_MUS,"Hoiland, Cameron",Undefined,0
Single,78.18017,19.73705,-6.270966,CAL_MUS,"Castellon, Nate",Undefined,1
Single,98.52265,3.60005,-22.342533,CAL_MUS,"Murray, Casey",Undefined,1
Single,102.39378,4.647765,-15.413211,CAL_MUS,"Kordic, Dylan",Undefined,1
Out,100.69468,33.412652,2.872759,CAL_MUS,"Vachini, Dante",Undefined,0
Out,99.76608,35.872886,-19.246713,CAL_MUS,"Daudet, Zach",Undefined,0
HomeRun,92.1634,35.38741,-35.314023,CAL_MUS,"Daudet, Zach",Undefined,1
Out,73.5572,66.190772,-13.730194,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,91.43165,19.153938,12.970513,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,78.37284,55.595646,9.992767,CAL_MUS,"Castellon, Nate",Undefined,0
Undefined,,,,CAL_MUS,"Murray, Casey",Strikeout,0
Single,5.9771,-3.105952,-0.634863,CAL_MUS,"Hoiland, Cameron",Undefined,1
Undefined,,,,CAL_MUS,"Kordic, Dylan",Strikeout,0
Single,101.87882,-1.395301,-28.462292,CAL_MUS,"Daudet, Zach",Undefined,1
Double,96.90433,16.364357,8.961699,CAL_MUS,"Fenn, Ryan",Undefined,1
Undefined,,,,CAL_MUS,"Garza, Alejandro",Strikeout,0
Out,76.52326,68.135768,11.583811,CAL_MUS,"Collins, Jack",Undefined,0
Double,105.21699,18.542039,-9.537318,CAL_MUS,"Murray, Casey",Undefined,1
Out,89.3456,1.991953,16.449068,CAL_MUS,"Hoiland, Cameron",Undefined,0
Single,84.13214,-10.743108,4.436484,CAL_MUS,"Kordic, Dylan",Undefined,1
Single,97.91909,6.035777,-32.309945,CAL_MUS,"Daudet, Zach",Undefined,1
Out,45.15885,34.95252,29.817247,CAL_MUS,"Fenn, Ryan",Undefined,0
Single,99.49549,0.878064,-22.651645,CAL_MUS,"Garza, Alejandro",Undefined,1
Single,93.89989,5.631458,-31.912877,CAL_MUS,"Collins, Jack",Undefined,1
Double,96.68214,12.810559,-31.306545,CAL_MUS,"Castellon, Nate",Undefined,1
Out,101.7811,37.03848,-1.050082,CAL_MUS,"Murray, Casey",Undefined,0
Undefined,,,,CAL_MUS,"Hoiland, Cameron",Strikeout,0
Single,103.2223,13.377434,25.215971,CAL_MUS,"Kordic, Dylan",Undefined,1
FieldersChoice,65.008,-45.326404,57.29634,CAL_MUS,"Vachini, Dante",Undefined,0
Undefined,,,,CAL_MUS,"Daudet, Zach",Strikeout,0
Out,78.34521,46.135962,-9.927014,CAL_MUS,"Downing, Jake",Undefined,0
Single,106.4203,-1.329269,-11.40611,CAL_MUS,"Garza, Alejandro",Undefined,1
Single,89.43705,9.356908,-19.790208,CAL_MUS,"Murray, Casey",Undefined,1
Single,92.71462,1.685397,-22.726021,CAL_MUS,"McLaurin, Xander",Undefined,1
Undefined,,,,CAL_MUS,"Daudet, Zach",Strikeout,0
Single,81.19781,14.848514,26.839278,CAL_MUS,"Garza, Alejandro",Undefined,1
Single,93.31886,20.638139,-31.4973,CAL_MUS,"Collins, Jack",Undefined,1
FieldersChoice,79.83632,-17.276479,-17.606374,CAL_MUS,"Castellon, Nate",Undefined,0
Undefined,,,,CAL_MUS,"Murray, Casey",Strikeout,0
Undefined,,,,CAL_MUS,"Van der Wel, Vincent",Strikeout,0
Out,103.09487,10.299469,17.149991,CAL_MUS,"Kordic, Dylan",Undefined,0
Undefined,,,,CAL_MUS,"McLaurin, Xander",Strikeout,0
Undefined,,,,CAL_MUS,"Daudet, Zach",Strikeout,0
Out,67.77572,-55.169733,81.591458,CAL_MUS,"Downing, Jake",Undefined,0
Out,81.34665,60.089503,19.821394,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,29.37975,-47.605673,-83.253195,CAL_MUS,"Higuchi, Mackenzee",Undefined,0
Undefined,,,,CAL_MUS,"Knowles, Dylan",Strikeout,0
Out,89.89535,30.022238,17.561635,CAL_MUS,"Daudet, Zach",Undefined,0
Undefined,,,,CAL_MUS,"Fenn, Ryan",Strikeout,0
Single,87.46945,18.365879,8.98343,CAL_MUS,"Garza, Alejandro",Undefined,1
Undefined,,,,CAL_MUS,"Collins, Jack",Strikeout,0
Out,73.74298,-27.388706,-24.996029,CAL_MUS,"Castellon, Nate",Undefined,0
Undefined,,,,CAL_MUS,"Hoiland, Cameron",Strikeout,0
Out,73.91936,-4.389423,23.164465,CAL_MUS,"Kordic, Dylan",Undefined,0
Single,92.96261,3.599282,-23.409028,CAL_MUS,"Vachini, Dante",Undefined,1
Single,105.9464,-0.582393,-25.354223,CAL_MUS,"Daudet, Zach",Undefined,1
FieldersChoice,65.21847,-54.688943,-63.298577,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,54.28845,-23.176835,-7.673415,CAL_MUS,"Garza, Alejandro",Undefined,0
HomeRun,101.05181,23.788888,-25.453622,CAL_MUS,"Collins, Jack",Undefined,1
Out,67.7199,63.259795,38.239647,CAL_MUS,"Castellon, Nate",Undefined,0
Double,93.1398,-13.325967,-36.88704,CAL_MUS,"Murray, Casey",Undefined,1
Out,65.60331,64.435493,-36.346347,CAL_MUS,"Hoiland, Cameron",Undefined,0
Undefined,,,,CAL_MUS,"Kordic, Dylan",Strikeout,0
HomeRun,99.1391,32.778517,-0.459125,CAL_MUS,"Vachini, Dante",Undefined,1
Out,96.21023,16.157522,9.667365,CAL_MUS,"Daudet, Zach",Undefined,0
Single,102.3331,7.785014,-31.490752,CAL_MUS,"Fenn, Ryan",Undefined,1
Double,96.06254,12.884375,-11.448328,CAL_MUS,"Collins, Jack",Undefined,1
Out,62.66332,-34.552924,-12.275047,CAL_MUS,"Castellon, Nate",Undefined,0
Undefined,,,,CAL_MUS,"Murray, Casey",Strikeout,0
Out,90.90322,-0.429304,-2.814382,CAL_MUS,"Hoiland, Cameron",Undefined,0
Single,102.81916,-7.41595,-36.206059,CAL_MUS,"Kordic, Dylan",Undefined,1
Undefined,,,,CAL_MUS,"Vachini, Dante",Strikeout,0
Single,96.5518,3.607748,19.771813,CAL_MUS,"Daudet, Zach",Undefined,1
Single,99.57642,5.774368,-24.260065,CAL_MUS,"Fenn, Ryan",Undefined,1
Out,97.88682,-12.757592,-14.983296,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,98.10356,54.092286,-20.869089,CAL_MUS,"Collins, Jack",Undefined,0
Out,70.53562,-16.597209,-49.195754,CAL_MUS,"Castellon, Nate",Undefined,0
Out,103.94902,-9.197907,-9.062581,CAL_MUS,"Murray, Casey",Undefined,0
Out,104.00361,14.798311,-21.124709,CAL_MUS,"Hoiland, Cameron",Undefined,0
Out,100.24913,16.874927,-17.966633,CAL_MUS,"Kordic, Dylan",Undefined,0
Out,81.94819,3.236052,-16.365816,CAL_MUS,"Vachini, Dante",Undefined,0
Double,105.55287,9.534959,-39.104263,CAL_MUS,"Daudet, Zach",Undefined,1
Single,100.52066,-8.84621,20.759449,CAL_MUS,"Fenn, Ryan",Undefined,1
FieldersChoice,101.21031,-1.563425,-26.026991,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,104.31834,18.246993,-28.018413,CAL_MUS,"Collins, Jack",Undefined,0
Out,99.24088,46.758655,0.337922,CAL_MUS,"Murray, Casey",Undefined,0
Single,86.70939,-17.16769,-37.779855,CAL_MUS,"Daudet, Zach",Undefined,1
Out,84.74045,46.160088,-19.594769,CAL_MUS,"Garza, Alejandro",Undefined,0
Undefined,,,,CAL_MUS,"Collins, Jack",Strikeout,0
Error,79.73703,-33.688521,-34.672628,CAL_MUS,"Murray, Casey",Undefined,0
Out,54.79304,-67.647682,129.672662,CAL_MUS,"Hoiland, Cameron",Undefined,0
Out,80.96307,-13.549115,20.565107,CAL_MUS,"Kordic, Dylan",Undefined,0
Out,73.08354,-27.2665,26.661195,CAL_MUS,"Vachini, Dante",Undefined,0
HomeRun,105.06246,31.686881,-26.223811,CAL_MUS,"Daudet, Zach",Undefined,1
Out,93.10673,41.533045,21.701545,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,52.95123,-2.042515,-32.620056,CAL_MUS,"Garza, Alejandro",Undefined,0
Single,71.18696,24.017709,-27.891208,CAL_MUS,"Collins, Jack",Undefined,1
Error,,,,CAL_MUS,"Castellon, Nate",Undefined,0
HomeRun,110.14141,23.66779,-16.334593,CAL_MUS,"Murray, Casey",Undefined,1
Single,79.46807,16.67308,-29.227548,CAL_MUS,"Hoiland, Cameron",Undefined,1
Single,106.38302,7.55388,-13.718393,CAL_MUS,"Kordic, Dylan",Undefined,1
Single,41.07944,-33.938567,50.222645,CAL_MUS,"Vachini, Dante",Undefined,1
Out,50.72377,-40.302553,-67.713885,CAL_MUS,"Daudet, Zach",Undefined,0
Double,104.19964,7.987981,-32.00531,CAL_MUS,"Fenn, Ryan",Undefined,1
Out,44.94618,-84.563367,58.29713,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,79.6506,44.049672,-12.969547,CAL_MUS,"Collins, Jack",Undefined,0
Undefined,,,,CAL_MUS,"Murray, Casey",Strikeout,0
Single,77.63635,11.210817,1.198166,CAL_MUS,"Hoiland, Cameron",Undefined,1
Out,43.77746,-16.747427,-8.497193,CAL_MUS,"Vachini, Dante",Undefined,0
Out,83.04008,47.615284,-11.905484,CAL_MUS,"Daudet, Zach",Undefined,0
Single,78.60281,-11.537063,-5.793665,CAL_MUS,"Fenn, Ryan",Undefined,1
Single,101.47338,7.343274,-1.133161,CAL_MUS,"Garza, Alejandro",Undefined,1
Out,87.3538,48.573251,23.333063,CAL_MUS,"Collins, Jack",Undefined,0
Single,88.62023,-15.689283,3.778903,CAL_MUS,"Castellon, Nate",Undefined,1
Out,102.17898,-12.903848,12.261298,CAL_MUS,"Murray, Casey",Undefined,0
Out,93.05192,31.909083,-24.122951,CAL_MUS,"Hoiland, Cameron",Undefined,0
Single,75.34407,-21.638555,10.888715,CAL_MUS,"Kordic, Dylan",Undefined,1
Out,91.20139,48.02527,-2.283978,CAL_MUS,"Vachini, Dante",Undefined,0
Double,61.92883,24.999428,31.911334,CAL_MUS,"Daudet, Zach",Undefined,1
Out,50.74993,51.513744,34.581715,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,62.57163,-73.386565,-54.474645,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,88.55124,-9.136454,-12.201664,CAL_MUS,"Murray, Casey",Undefined,0
Out,66.64221,-35.231909,27.457156,CAL_MUS,"Hoiland, Cameron",Undefined,0
FieldersChoice,48.89809,2.438162,2.903346,CAL_MUS,"Vachini, Dante",Undefined,0
Out,103.17696,7.449729,-38.5452,CAL_MUS,"Daudet, Zach",Undefined,0
Out,90.66768,22.741906,-0.18275,CAL_MUS,"Daudet, Zach",Undefined,0
Out,81.77403,39.252972,-13.498544,CAL_MUS,"Fenn, Ryan",Undefined,0
Error,75.81099,-33.427968,-60.969686,CAL_MUS,"Garza, Alejandro",Undefined,0
Single,97.59593,5.54332,-28.697789,CAL_MUS,"Castellon, Nate",Undefined,1
Undefined,,,,CAL_MUS,"Murray, Casey",Strikeout,0
Undefined,,,,CAL_MUS,"Hoiland, Cameron",Strikeout,0
Undefined,,,,CAL_MUS,"Kordic, Dylan",Strikeout,0
Single,98.28162,14.64341,4.128678,CAL_MUS,"Vachini, Dante",Undefined,1
HomeRun,106.11298,19.279672,-35.4117,CAL_MUS,"Fenn, Ryan",Undefined,1
Single,99.53323,10.770896,-0.839517,CAL_MUS,"Garza, Alejandro",Undefined,1
Out,98.03651,27.810971,12.110454,CAL_MUS,"Collins, Jack",Undefined,0
Out,74.90453,75.677997,54.281081,CAL_MUS,"Castellon, Nate",Undefined,0
Out,71.86889,-23.330164,1.346629,CAL_MUS,"Murray, Casey",Undefined,0
Undefined,,,,CAL_MUS,"Hoiland, Cameron",Strikeout,0
Out,92.124,-14.946985,26.941797,CAL_MUS,"Kordic, Dylan",Undefined,0
Single,98.30625,-1.4175,29.451698,CAL_MUS,"Vachini, Dante",Undefined,1
FieldersChoice,98.71725,-6.88285,-32.047824,CAL_MUS,"Daudet, Zach",Undefined,0
Out,87.36707,-1.681227,-30.098274,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,91.77301,6.633417,-27.388414,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,90.24351,51.080556,12.359899,CAL_MUS,"Collins, Jack",Undefined,0
Out,93.19544,20.735046,-30.398142,CAL_MUS,"Castellon, Nate",Undefined,0
HomeRun,101.96404,36.074319,-25.744693,CAL_MUS,"Murray, Casey",Undefined,1
Out,41.21846,-34.110925,15.107745,CAL_MUS,"Hoiland, Cameron",Undefined,0
Out,95.30596,35.679106,-5.29994,CAL_MUS,"Kordic, Dylan",Undefined,0
Single,42.33396,-78.695785,72.705971,CAL_MUS,"Vachini, Dante",Undefined,1
Out,89.62676,18.270815,12.19265,CAL_MUS,"Daudet, Zach",Undefined,0
Single,46.1542,5.162424,-10.793255,CAL_MUS,"Fenn, Ryan",Undefined,1
Undefined,,,,CAL_MUS,"Garza, Alejandro",Strikeout,0
Out,96.37238,23.517927,11.158906,CAL_MUS,"Collins, Jack",Undefined,0
Out,61.25201,-57.137478,-11.570616,CAL_MUS,"Castellon, Nate",Undefined,0
Undefined,,,,CAL_MUS,"Murray, Casey",Strikeout,0
Undefined,,,,CAL_MUS,"Kordic, Dylan",Strikeout,0
Out,75.13725,-30.337651,37.654133,CAL_MUS,"Vachini, Dante",Undefined,0
Out,78.76165,72.405523,35.625358,CAL_MUS,"Daudet, Zach",Undefined,0
Single,101.79913,6.936662,2.458821,CAL_MUS,"Fenn, Ryan",Undefined,1
Single,34.64963,-44.245474,-11.550836,CAL_MUS,"Garza, Alejandro",Undefined,1
Single,88.85796,10.948239,33.605406,CAL_MUS,"Collins, Jack",Undefined,1
Out,83.55073,-0.692178,-16.738685,CAL_MUS,"Daudet, Zach",Undefined,0
Single,59.68903,-46.919327,-164.802764,CAL_MUS,"Fenn, Ryan",Undefined,1
Out,89.36569,26.551923,21.269689,CAL_MUS,"Garza, Alejandro",Undefined,0
Undefined,,,,CAL_MUS,"Collins, Jack",Strikeout,0
Double,100.6403,18.654153,-9.942903,CAL_MUS,"Castellon, Nate",Undefined,1
Single,90.04617,14.961554,-10.627859,CAL_MUS,"Murray, Casey",Undefined,1
Single,,,,CAL_MUS,"Hoiland, Cameron",Undefined,1
Single,,,,CAL_MUS,"Kordic, Dylan",Undefined,1
Single,92.6907,6.800311,2.421448,CAL_MUS,"Vachini, Dante",Undefined,1
Out,85.91473,-10.412894,-26.411832,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,98.6953,41.853718,-4.407754,CAL_MUS,"Collins, Jack",Undefined,0
Out,96.14171,-4.655095,12.254905,CAL_MUS,"Castellon, Nate",Undefined,0
Out,93.05917,30.265301,8.454397,CAL_MUS,"Murray, Casey",Undefined,0
Triple,92.00015,38.102099,-30.47701,CAL_MUS,"Hoiland, Cameron",Undefined,1
Single,82.67886,-18.093395,32.503418,CAL_MUS,"Kordic, Dylan",Undefined,1
Single,97.5657,2.224626,4.557328,CAL_MUS,"Vachini, Dante",Undefined,1
Out,100.18912,5.794306,-19.852206,CAL_MUS,"Daudet, Zach",Undefined,0
Double,94.57982,17.217896,-11.620934,CAL_MUS,"Fenn, Ryan",Undefined,1
Out,82.92882,52.319344,0.058244,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,98.62458,7.009799,4.380154,CAL_MUS,"Collins, Jack",Undefined,0
Single,82.27464,20.981319,-16.204472,CAL_MUS,"Castellon, Nate",Undefined,1
Single,102.81302,-2.188016,-32.602922,CAL_MUS,"Murray, Casey",Undefined,1
HomeRun,106.30799,22.806161,8.932643,CAL_MUS,"Kordic, Dylan",Undefined,1
Single,79.36773,16.867008,-8.452252,CAL_MUS,"Vachini, Dante",Undefined,1
Out,94.85483,23.655572,-14.55248,CAL_MUS,"Daudet, Zach",Undefined,0
Single,107.49993,1.066904,-31.674317,CAL_MUS,"Fenn, Ryan",Undefined,1
HomeRun,101.5701,23.032537,-26.434857,CAL_MUS,"Garza, Alejandro",Undefined,1
Out,,,,CAL_MUS,"Collins, Jack",Undefined,0
Double,100.19612,22.130304,-20.466503,CAL_MUS,"Castellon, Nate",Undefined,1
Single,99.88404,-8.511008,-9.586679,CAL_MUS,"Murray, Casey",Undefined,1
Single,99.08676,-0.386204,18.042004,CAL_MUS,"Hoiland, Cameron",Undefined,1
Out,98.79035,28.901464,26.095457,CAL_MUS,"Vachini, Dante",Undefined,0
Out,83.64436,42.898232,8.855926,CAL_MUS,"Daudet, Zach",Undefined,0
Out,87.11936,23.337896,2.431825,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,,,,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,83.67997,33.904758,-2.603089,CAL_MUS,"Castellon, Nate",Undefined,0
Single,82.98483,16.887911,-3.284176,CAL_MUS,"Murray, Casey",Undefined,1
Undefined,,,,CAL_MUS,"Hoiland, Cameron",Strikeout,0
Double,105.56926,12.75582,12.999714,CAL_MUS,"Kordic, Dylan",Undefined,1
Out,52.21736,-54.089096,-10.23865,CAL_MUS,"Vachini, Dante",Undefined,0
Out,87.55331,23.600849,18.256677,CAL_MUS,"Daudet, Zach",Undefined,0
Out,98.90849,-4.059521,4.007884,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,87.86471,28.490008,25.57251,CAL_MUS,"Garza, Alejandro",Undefined,0
Undefined,,,,CAL_MUS,"Castellon, Nate",Strikeout,0
Undefined,,,,CAL_MUS,"Murray, Casey",Strikeout,0
Single,101.45195,2.090319,22.421421,CAL_MUS,"Hoiland, Cameron",Undefined,1
Double,98.35071,11.15625,33.444054,CAL_MUS,"Kordic, Dylan",Undefined,1
Out,87.61591,30.128199,-25.258462,CAL_MUS,"Collins, Jack",Undefined,0
Out,107.34368,5.236589,20.471924,CAL_MUS,"Vachini, Dante",Undefined,0
Out,101.30622,16.255609,-8.372169,CAL_MUS,"Daudet, Zach",Undefined,0
Undefined,,,,CAL_MUS,"Fenn, Ryan",Strikeout,0
Out,84.76787,-14.69889,8.977462,CAL_MUS,"Garza, Alejandro",Undefined,0
Double,95.02294,-28.248294,-55.147398,CAL_MUS,"Castellon, Nate",Undefined,1
Out,83.65878,-44.914035,14.373505,CAL_MUS,"Murray, Casey",Undefined,0
Undefined,,,,CAL_MUS,"Hoiland, Cameron",Strikeout,0
Out,101.16479,-9.698845,1.311818,CAL_MUS,"Kordic, Dylan",Undefined,0
Undefined,,,,CAL_MUS,"Collins, Jack",Strikeout,0
Single,98.37973,7.525397,6.628975,CAL_MUS,"Vachini, Dante",Undefined,1
FieldersChoice,97.66564,-5.702482,-32.684012,CAL_MUS,"Daudet, Zach",Undefined,0
Double,93.51225,17.651356,-13.868436,CAL_MUS,"Fenn, Ryan",Undefined,1
Single,71.68486,-0.540413,-5.310492,CAL_MUS,"Garza, Alejandro",Undefined,1
Single,78.26899,-12.008128,28.336219,CAL_MUS,"Castellon, Nate",Undefined,1
Single,99.48853,-43.967321,-49.783214,CAL_MUS,"Murray, Casey",Undefined,1
Out,86.01594,-12.057687,26.694153,CAL_MUS,"Hoiland, Cameron",Undefined,0
Out,69.00079,-23.02291,12.110364,CAL_MUS,"Kordic, Dylan",Undefined,0
Undefined,,,,CAL_MUS,"Collins, Jack",Strikeout,0
Single,98.71512,0.71064,-30.468296,CAL_MUS,"Daudet, Zach",Undefined,1
Single,102.72785,-6.291211,-24.711296,CAL_MUS,"Fenn, Ryan",Undefined,1
Out,84.98016,57.270152,17.808864,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,92.50228,2.657228,-8.378119,CAL_MUS,"Castellon, Nate",Undefined,0
Out,90.55419,-25.976977,-50.98353,CAL_MUS,"Daudet, Zach",Undefined,0
Out,87.91084,-66.069548,-61.275545,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,70.37538,-21.243845,-3.779013,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,78.53244,66.297336,34.420766,CAL_MUS,"Castellon, Nate",Undefined,0
Out,,,,CAL_MUS,"Murray, Casey",Undefined,0
Undefined,,,,CAL_MUS,"Hoiland, Cameron",Strikeout,0
Single,105.95288,4.698316,14.969538,CAL_MUS,"Kordic, Dylan",Undefined,1
Undefined,,,,CAL_MUS,"Vachini, Dante",Strikeout,0
Single,,,,CAL_MUS,"Daudet, Zach",Undefined,1
Single,106.2442,-1.218365,-29.22057,CAL_MUS,"Fenn, Ryan",Undefined,1
Single,103.90677,1.412798,4.81351,CAL_MUS,"Garza, Alejandro",Undefined,1
Undefined,,,,CAL_MUS,"Castellon, Nate",Strikeout,0
Undefined,,,,CAL_MUS,"Murray, Casey",Strikeout,0
Single,77.53676,-39.652035,2.426492,CAL_MUS,"Hoiland, Cameron",Undefined,1
Out,96.23915,45.080422,-5.489501,CAL_MUS,"Kordic, Dylan",Undefined,0
Single,92.81224,4.581598,35.58423,CAL_MUS,"Vachini, Dante",Undefined,1
Double,96.58604,-3.193137,-37.964986,CAL_MUS,"Daudet, Zach",Undefined,1
Single,94.79974,12.342542,1.798563,CAL_MUS,"Garza, Alejandro",Undefined,1
Error,,,,CAL_MUS,"Castellon, Nate",Undefined,0
Undefined,,,,CAL_MUS,"Murray, Casey",Strikeout,0
Out,96.0554,6.128048,34.712315,CAL_MUS,"Hoiland, Cameron",Undefined,0
Out,26.17182,42.348979,21.002141,CAL_MUS,"Collins, Jack",Undefined,0
Error,87.39165,-26.276223,-9.24425,CAL_MUS,"Fenn, Ryan",Undefined,0
Single,70.5244,27.052211,29.553959,CAL_MUS,"Garza, Alejandro",Undefined,1
Error,80.43349,-40.407661,51.243825,CAL_MUS,"Castellon, Nate",Undefined,0
Single,102.63126,13.590499,4.295025,CAL_MUS,"Murray, Casey",Undefined,1
Undefined,,,,CAL_MUS,"Hoiland, Cameron",Strikeout,0
Out,65.7726,-35.181341,17.19699,CAL_MUS,"Kordic, Dylan",Undefined,0
Undefined,,,,CAL_MUS,"Fenn, Ryan",Strikeout,0
Out,92.61466,30.378525,14.958641,CAL_MUS,"Garza, Alejandro",Undefined,0
Single,91.02637,7.152808,-19.132644,CAL_MUS,"Castellon, Nate",Undefined,1
FieldersChoice,103.77969,1.651956,-18.039368,CAL_MUS,"Murray, Casey",Undefined,0
Single,102.97476,-2.184696,8.907699,CAL_MUS,"Hoiland, Cameron",Undefined,1
FieldersChoice,64.31144,3.691328,-8.639254,CAL_MUS,"Kordic, Dylan",Undefined,0
HomeRun,92.39408,32.815955,-31.821426,CAL_MUS,"Collins, Jack",Undefined,1
Out,98.36711,24.486435,-1.579457,CAL_MUS,"Vachini, Dante",Undefined,0
Out,101.80221,-2.047903,7.269584,CAL_MUS,"Daudet, Zach",Undefined,0
Undefined,,,,CAL_MUS,"Fenn, Ryan",Strikeout,0
Out,80.00039,52.36954,22.04153,CAL_MUS,"Garza, Alejandro",Undefined,0
Triple,98.95111,-7.47271,-44.309923,CAL_MUS,"Murray, Casey",Undefined,1
Out,102.43765,-10.374392,-4.226282,CAL_MUS,"Hoiland, Cameron",Undefined,0
Out,84.99861,7.055744,15.988032,CAL_MUS,"Kordic, Dylan",Undefined,0
Out,75.77078,49.210481,-8.568496,CAL_MUS,"Collins, Jack",Undefined,0
Single,,,,CAL_MUS,"Daudet, Zach",Undefined,1
Single,20.154,13.280592,-17.792629,CAL_MUS,"Fenn, Ryan",Undefined,1
Out,65.55382,-28.42953,5.598022,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,85.2952,49.122174,5.097988,CAL_MUS,"Castellon, Nate",Undefined,0
Out,87.12089,69.400436,-7.715731,CAL_MUS,"Murray, Casey",Undefined,0
Undefined,,,,CAL_MUS,"Hoiland, Cameron",Strikeout,0
